,base_score,lr,reg_alpha,reg_lambda,test_accuracy,train_accuracy
785,0.5,0.005,0.5,0.2,0.9846705156281107,0.9858636137381782
786,0.6,0.005,0.5,0.2,0.9846705156281107,0.9859133897461424
787,0.4,0.005,0.5,0.5,0.9848695998407326,0.9859133897461424
788,0.5,0.005,0.5,0.5,0.9846705156281107,0.9859133897461424
789,0.6,0.005,0.5,0.5,0.9846705156281107,0.9859133897461424
790,0.4,0.005,0.5,0.8,0.9846705156281107,0.9859133897461424
791,0.5,0.005,0.5,0.8,0.9846705156281107,0.9859133897461424
792,0.6,0.005,0.5,0.8,0.9846705156281107,0.9859133897461424
793,0.4,0.005,0.5,1.0,0.9846705156281107,0.9859133897461424
794,0.5,0.005,0.5,1.0,0.9848695998407326,0.9859133897461424
795,0.6,0.005,0.5,1.0,0.9846705156281107,0.9859133897461424
796,0.4,0.005,0.8,0.0,0.9846705156281107,0.9859133897461424
797,0.5,0.005,0.8,0.0,0.9846705156281107,0.9859133897461424
798,0.6,0.005,0.8,0.0,0.9846705156281107,0.9859133897461424
799,0.4,0.005,0.8,0.2,0.9846705156281107,0.9859133897461424
800,0.5,0.005,0.8,0.2,0.9846705156281107,0.9859133897461424
801,0.6,0.005,0.8,0.2,0.9846705156281107,0.9859133897461424
802,0.4,0.005,0.8,0.5,0.9846705156281107,0.9859133897461424
803,0.5,0.005,0.8,0.5,0.9846705156281107,0.9859133897461424
804,0.6,0.005,0.8,0.5,0.9844714314154888,0.9858636137381782
805,0.4,0.005,0.8,0.8,0.9846705156281107,0.9859133897461424
806,0.5,0.005,0.8,0.8,0.9848695998407326,0.9859133897461424
807,0.6,0.005,0.8,0.8,0.9846705156281107,0.9859133897461424
808,0.4,0.005,0.8,1.0,0.9846705156281107,0.9859133897461424
809,0.5,0.005,0.8,1.0,0.9848695998407326,0.9859133897461424
810,0.6,0.005,0.8,1.0,0.9846705156281107,0.9859133897461424
811,0.4,0.005,1.0,0.0,0.9846705156281107,0.9859133897461424
812,0.5,0.005,1.0,0.0,0.9846705156281107,0.9859133897461424
813,0.6,0.005,1.0,0.0,0.9846705156281107,0.9859133897461424
814,0.4,0.005,1.0,0.2,0.9846705156281107,0.9859133897461424
815,0.5,0.005,1.0,0.2,0.9846705156281107,0.9859133897461424
816,0.6,0.005,1.0,0.2,0.9846705156281107,0.9859133897461424
817,0.4,0.005,1.0,0.5,0.9846705156281107,0.9859133897461424
818,0.5,0.005,1.0,0.5,0.9846705156281107,0.9859133897461424
819,0.6,0.005,1.0,0.5,0.9844714314154888,0.9858636137381782
820,0.4,0.005,1.0,0.8,0.9846705156281107,0.9859133897461424
821,0.5,0.005,1.0,0.8,0.9848695998407326,0.9859133897461424
822,0.6,0.005,1.0,0.8,0.9844714314154888,0.9858636137381782
823,0.4,0.005,1.0,1.0,0.9846705156281107,0.9859133897461424
824,0.5,0.005,1.0,1.0,0.9848695998407326,0.9859133897461424
825,0.6,0.005,1.0,1.0,0.9846705156281107,0.9859133897461424
